ADCYAP1,116,PACAP,adenylate cyclase activating polypeptide 1 (pituitary),5.578624426,6.295408726,6.790571875,3.257212518,3.275441453,5.037694923,2.87187116,2.819238002,4.128739881,6.254743233,5.734702572,4.815553314
ADORA1,134,RDC7,adenosine A1 receptor,6.496162266,5.227504661,5.643730487,3.372689736,2.953513358,4.359623018,2.738604629,3.30466483,5.664792781,6.644689752,6.039557153,5.861357004
ADORA2A,135,A2aR|ADORA2|RDC8,adenosine A2a receptor,3.823736924,4.022390231,4.923838406,2.894642439,2.953513358,3.845049845,2.95433332,3.30466483,2.391774287,5.396762238,5.64723973,4.320788622
ADRA2A,150,ADRA2|ADRA2R|ADRAR|ALPHA2AAR|ZNF32,adrenoceptor alpha 2A,4.145665019,4.759355826,5.006300566,4.018024854,4.538475859,4.310713417,4.069810537,3.819238002,4.128739881,6.526045255,6.402127233,4.561796722
ADRB2,154,ADRB2R|ADRBR|B2AR|BAR|BETA2AR,"adrenoceptor beta 2, surface",3.823736924,3.80666154,4.295807183,4.153376707,4.201440871,4.540195263,4.484848037,4.819238002,5.128739881,4.20411716,3.969167825,3.861357004
AGER,177,RAGE,advanced glycosylation end product-specific receptor,4.823736924,3.100392743,4.295807183,4.496678453,5.162966724,4.207619924,4.484848037,4.745237421,3.976736788,3.718690333,3.232202231,4.446319504
AIF1,199,AIF-1|IBA1|IRT-1|IRT1,allograft inflammatory factor 1,4.408699425,3.85246523,4.643730487,1.546719135,3.412944977,2.452732422,1.106336413,1.497309907,0.806811786,4.856193857,4.969167825,3.183285099
AKAP9,10142,AKAP-9|AKAP350|AKAP450|CG-NAP|HYPERION|LQT11|MU-RMS-40.16A|PPP1R45|PRKA9|YOTIAO,A kinase (PRKA) anchor protein 9,8.558446544,7.953127569,8.406231173,6.595082157,6.362904294,8.307600805,8.325504934,8.525215904,8.376667394,8.350958549,7.987089733,8.616244506
AKT1,207,AKT|CWS6|PKB|PKB-ALPHA|PRKBA|RAC|RAC-ALPHA,v-akt murine thymoma viral oncogene homolog 1,8.718554688,7.713552136,8.271003792,7.610849473,7.445366454,7.272911385,7.352364394,8.782712126,8.0547393,8.780466531,10.19798652,8.320788622
AKT1S1,84335,Lobe|PRAS40,AKT1 substrate 1 (proline-rich),6.315590021,6.955753038,7.193927569,6.9971806,6.76086828,6.827771854,6.685275126,6.819238002,6.016265152,7.178121952,7.261949575,6.894780005
AKT2,208,HIHGHH|PKBB|PKBBETA|PRKBB|RAC-BETA,v-akt murine thymoma viral oncogene homolog 2,7.889826115,7.989456342,8.121777784,8.302820516,8.362904294,7.79702833,8.254050136,7.981125685,8.101432535,8.191178104,7.601436041,7.786169507
AKT3,10000,MPPH|MPPH2|PKB-GAMMA|PKBG|PRKBG|RAC-PK-gamma|RAC-gamma|STK-2,v-akt murine thymoma viral oncogene homolog 3,9.656626938,9.411842321,9.359937521,8.999428373,8.975881171,9.36412441,8.954959354,9.67223559,9.769707792,9.823026993,9.441655597,9.43689625
ALDH1L1,10840,10-FTHFDH|10-fTHF|FDH|FTHFD,"aldehyde dehydrogenase 1 family, member L1",4.145665019,5.685355244,6.084303078,2.174750358,2.538475859,3.700659936,2.59176324,3.497309907,3.391774287,4.981724739,4.64723973,4.320788622
ALOX15,246,12-LOX|15-LOX-1|15LOX-1,arachidonate 15-lipoxygenase,3.823736924,3.710446225,4.15830366,0.894642439,1.538475859,2.452732422,0.95433332,2.819238002,3.614166708,4.856193857,3.969167825,3.668711926
ALOX5,240,5-LO|5-LOX|5LPG|LOG5,arachidonate 5-lipoxygenase,5.631091846,4.524890572,5.006300566,1.546719135,3.412944977,4.406928733,1.95433332,4.745237421,4.713702382,6.396762238,5.969167825,5.070810369
AMIGO1,57463,ALI2|AMIGO|AMIGO-1,adhesion molecule with Ig-like domain 1,6.34729888,4.580385685,5.923838406,4.546719135,4.997907477,5.335375472,3.913691335,5.25219741,5.266243405,7.229652252,6.895167244,5.815553314
AMPH,273,AMPH1,amphiphysin,8.190059138,8.338294539,8.428832602,8.098514772,7.997907477,8.86424341,8.15944775,8.439824413,8.314606426,9.15164974,9.29109592,8.357212031
ANG,283,ALS9|HEL168|RAA1|RNASE4|RNASE5,"angiogenin, ribonuclease, RNase A family, 5",4.524176642,4.607352732,4.643730487,2.087287517,3.653953076,3.622657424,2.913691335,3.819238002,3.391774287,4.856193857,5.232202231,4.815553314
ANGPT2,285,AGPT2|ANG2,angiopoietin 2,3.823736924,3.100392743,4.15830366,1.787727235,2.538475859,2.037694923,1.691298914,3.497309907,2.806811786,5.20411716,5.347679449,4.031282005
AP1S1,1174,AP19|CLAPS1|EKV3|MEDNIK|SIGMA1A,"adaptor-related protein complex 1, sigma 1 subunit",9.038056045,9.566710748,9.093763407,9.304033375,9.103260477,9.19756626,8.952453587,9.214986331,9.399268823,9.34512947,9.022279162,8.998348116
AP2A2,161,ADTAB|CLAPA2|HIP-9|HIP9|HYPJ,"adaptor-related protein complex 2, alpha 2 subunit",7.706379974,7.669448853,7.390964416,7.386495535,7.412944977,7.139232949,7.115325197,7.09722275,7.391774287,8.536313591,8.846912075,7.642716717
AP2B1,163,ADTB2|AP105B|AP2-BETA|CLAPB1,"adaptor-related protein complex 2, beta 1 subunit",10.67860531,10.7123882,10.50171148,10.58638596,10.4751138,10.68874661,10.4379252,10.64069312,10.32053938,11.16494656,11.30901783,10.73326224
AP3M2,10947,AP47B|CLA20|P47B,"adaptor-related protein complex 3, mu 2 subunit",7.510237451,7.98689155,7.656554527,7.85712536,7.674612547,7.714827268,7.695800306,7.330199922,7.391774287,7.789079661,7.79698685,7.866981553
AP3S1,1176,CLAPS3|Sigma3A,"adaptor-related protein complex 3, sigma 1 subunit",9.449445767,10.02176393,9.986122684,9.669429498,9.455350543,9.685153349,9.482244676,9.669737416,9.976736788,10.23281259,9.978156609,9.711543841
AP4S1,11154,AP47B|CLA20|CLAPS4|CPSQ6|SPG52,"adaptor-related protein complex 4, sigma 1 subunit",7.198776356,7.052137575,7.065194255,6.832121354,6.734873071,6.622657424,6.657852431,6.519677721,6.956558906,8.15164974,7.624519654,7.011104123
APAF1,317,APAF-1|CED4,apoptotic peptidase activating factor 1,6.283168543,6.659820152,6.880769684,6.79809395,6.597369548,6.738134641,7.146352092,7.497309907,7.216202722,7.097201956,7.039557153,6.719337999
APC,324,BTPS2|DP2|DP2.5|DP3|GS|PPP1R46,adenomatous polyposis coli,8.884432856,8.558097617,8.352075403,6.69461783,6.568223202,8.691137162,8.101820932,8.25886114,8.290627563,8.576671328,8.305451213,8.60282399
APOE,348,AD2|APO-E|LDLCQ5|LPG,apolipoprotein E,5.408699425,5.295408726,5.084303078,4.409215612,4.860403954,5.207619924,4.629898369,3.956741526,3.806811786,4.718690333,3.969167825,6.431212612
APP,351,AAA|ABETA|ABPP|AD1|APPI|CTFgamma|CVAP|PN-II|PN2,amyloid beta (A4) precursor protein,11.83076419,11.83456754,11.7296771,10.98134736,10.90625461,11.21801852,10.80417277,11.14925852,11.1185601,12.3754727,12.66335157,11.75693229
AQP4,361,HMIWC2|MIWC,aquaporin 4,4.283168543,6.452378072,6.121777784,4.153376707,4.76086828,4.406928733,3.539295821,3.497309907,3.128739881,5.396762238,4.64723973,4.505213193
ARC,23237,Arg3.1,activity-regulated cytoskeleton-associated protein,7.857159926,4.710446225,6.084303078,5.626446328,5.477075314,5.895675918,5.801216606,6.051898759,6.479237128,7.663548779,6.402127233,5.768247599
ARHGAP44,9912,NPC-A-10|RICH2,Rho GTPase activating protein 44,5.73062752,5.907747665,6.328228661,4.041483827,3.76086828,5.067442266,4.307970274,5.30466483,4.391774287,7.040618428,6.856693096,5.948819845
ARHGEF10,9639,GEF10|SNCV,Rho guanine nucleotide exchange factor (GEF) 10,5.993661926,5.759355826,6.04582893,5.969930566,5.997907477,5.15317214,5.84510425,5.782712126,5.976736788,4.718690333,5.64723973,5.38491896
ARRB2,409,ARB2|ARR2|BARR2,"arrestin, beta 2",5.408699425,5.794979735,5.643730487,5.316106207,5.50810221,5.976294378,5.565768032,6.020871864,5.450667976,5.920324194,5.969167825,5.768247599
ARSA,410,MLD,arylsulfatase A,6.34729888,5.328198661,5.790571875,4.479604939,4.412944977,3.976294378,4.141960323,4.745237421,4.713702382,6.254743233,5.817164732,5.642716717
ATCAY,85300,BNIP-H|CLAC,"ataxia, cerebellar, Cayman type",8.662940712,8.153961425,7.731193328,7.620617249,7.799003409,8.612603759,7.557547525,8.536228897,7.915336243,9.571687921,9.791897973,8.697407359
ATF4,468,CREB-2|CREB2|TAXREB67|TXREB,activating transcription factor 4,11.37255883,11.83171177,11.55147957,11.84738369,11.67973152,11.71600162,11.94561895,11.36613246,11.72269116,11.39252939,11.32671983,11.41642539
ATF6,22926,ATF6A,activating transcription factor 6,8.190059138,8.257606693,8.176225568,8.220429729,7.919297643,8.160091554,8.340914373,8.272096967,8.443436407,7.462851429,7.073504485,8.249374289
ATG5,9474,APG5|APG5-LIKE|APG5L|ASP|hAPG5,autophagy related 5,7.823736924,7.824008784,7.604559889,7.150682598,7.248134107,7.524194785,7.495214752,7.973043338,8.233076541,8.736612241,8.139092827,7.65577287
ATM,472,AT1|ATA|ATC|ATD|ATDC|ATE|TEL1|TELO1,ATM serine/threonine kinase,7.524176642,7.771328467,7.617735278,6.825379776,6.799003409,7.667051543,7.979165173,7.88962733,8.15553994,8.011472082,7.402127233,7.878165291
ATP13A2,23400,CLN12|HSA9947|KRPPD|PARK9,ATPase type 13A2,7.362895735,7.368165068,7.465732185,6.466665884,6.582869978,6.592283775,6.172425604,6.330199922,6.450667976,7.888615334,8.635924417,7.245061296
ATP2B3,492,CFAP39|CLA2|OPCA|PMCA3|PMCA3a|SCAX1,"ATPase, Ca++ transporting, plasma membrane 3",4.993661926,4.244782653,4.295807183,1.787727235,3.123438359,4.096588612,1.691298914,3.082272408,1.806811786,5.56668724,6.347679449,4.719337999
ATP6V0C,527,ATP6C|ATP6L|ATPL|VATL|VPPC|Vma3,"ATPase, H+ transporting, lysosomal 16kDa, V0 subunit c",10.42364977,10.12100723,9.996246901,9.505667236,9.549703114,9.63015196,9.505080105,8.997155795,9.006484131,10.95518295,10.77136104,10.2472194
ATP6V0D1,9114,ATP6D|ATP6DV|P39|VATX|VMA6|VPATPD,"ATPase, H+ transporting, lysosomal 38kDa, V0 subunit d1",9.575280983,9.463490027,9.25422808,9.031267431,8.869392737,8.944585519,8.812314315,8.735714647,8.527910975,9.718690333,9.822165413,9.542595415
ATP6V0E1,8992,ATP6H|ATP6V0E|M9.2|Vma21|Vma21p,"ATPase, H+ transporting, lysosomal 9kDa, V0 subunit e1",9.561829184,9.84185973,9.498153662,9.55081189,9.482943912,8.776912969,9.011422512,9.301440929,9.500298744,8.99667508,8.589754236,9.459409504
ATP6V0E2,155066,ATP6V0E2L|C7orf32,"ATPase, H+ transporting V0 subunit e2",7.643915887,7.728982177,7.630791431,7.117954653,7.182332048,7.529548019,6.657852431,7.265494232,6.872900977,8.06918758,8.554130326,7.756174767
ATP6V1A,523,ATP6A1|ATP6V1A1|HO68|VA68|VPP2|Vma1,"ATPase, H+ transporting, lysosomal 70kDa, V1 subunit A",9.832165546,9.923257039,9.77889007,9.145279239,9.006081409,9.708941111,9.336597078,9.333360263,9.410438131,10.4682246,10.52068384,10.00728915
ATP6V1D,51382,ATP6M|VATD|VMA8,"ATPase, H+ transporting, lysosomal 34kDa, V1 subunit D",8.378325776,8.370134618,8.312108996,7.589124702,7.618849275,8.074784242,7.788628785,8.09722275,8.274417336,8.43018524,8.347679449,8.192273882
ATP6V1E1,529,ATP6E|ATP6E2|ATP6V1E|P31|Vma4,"ATPase, H+ transporting, lysosomal 31kDa, V1 subunit E1",9.423649766,9.874139273,9.650156756,9.395057549,9.184734539,9.431442881,9.245376081,9.436889122,9.938668747,9.806153174,9.817164732,9.402453619
ATP6V1G2,534,ATP6G|ATP6G2|NG38|VMA10,"ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G2",8.339436763,8.628898262,8.508800907,7.604956905,7.741415917,8.253632322,7.384321161,8.15552139,8.361400638,8.615930759,9.467418693,8.178769617
ATP6V1H,51606,CGI-11|MSTP042|NBP1|SFD|SFDalpha|SFDbeta|VMA13,"ATPase, H+ transporting, lysosomal 50/57kDa, V1 subunit H",9.172465078,8.768344609,9.026200124,8.776411922,8.66087249,9.03016125,9.047090461,9.086024543,8.725675023,9.531188558,9.548106538,9.085358678
ATP7A,538,DSMAX|MK|MNK|SMAX3,"ATPase, Cu++ transporting, alpha polypeptide",6.109139143,5.192315233,5.643730487,4.957652236,5.538475859,5.452732422,5.133136473,5.782712126,6.128739881,5.718690333,6.454594653,5.642716717
ATP8A2,51761,ATP|ATPIB|CAMRQ4|IB|ML-1,"ATPase, aminophospholipid transporter, class I, type 8A, member 2",7.331531564,7.336281007,7.550621082,4.563020948,4.76086828,6.991891233,4.773093005,6.330199922,5.561699288,8.831390466,9.178621191,7.561796722
ATRN,8455,DPPT-L|MGCA,attractin,7.718554688,7.792044444,7.77889007,7.794646649,7.728300418,7.779161909,7.496935319,7.716478428,7.282545217,7.546509358,8.073504485,8.061029348
ATXN2,6311,ASL13|ATX2|SCA2|TNRC13,ataxin 2,8.517223882,8.688515585,8.584568414,8.388783712,8.215608203,8.338428796,8.371248106,7.940253403,7.986720876,9.24851128,8.866408251,8.589277458
ATXN3,4287,AT3|ATX3|JOS|MJD|MJD1|SCA3,ataxin 3,8.052555615,7.783202568,7.643730487,7.897859151,7.71506459,8.187442042,8.231491545,8.392127671,8.500298744,8.026118858,8.261949575,7.762223812
ATXN7,6314,ADCAII|OPCA3|SCA7,ataxin 7,6.408699425,6.880371227,7.121777784,6.727532453,6.538475859,6.671900943,7.097291274,7.126666528,6.664792781,7.229652252,7.039557153,6.768247599
AVP,551,ADH|ARVP|AVP-NPII|AVRP|VP,arginine vasopressin,5.071664438,3.710446225,4.536815283,1.894642439,2.76086828,3.452732422,0.784408318,2.497309907,2.391774287,5.856193857,5.64723973,3.861357004
B4GALT6,9331,B4Gal-T6|beta4Gal-T6,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 6",6.216054347,6.929280827,7.04582893,6.237034636,6.523368966,6.984113883,6.831532231,7.005104548,6.872900977,7.754314243,7.347679449,6.629541328
BACE1,23621,ASP2|BACE|HSPC104,beta-site APP-cleaving enzyme 1,8.071664438,7.860893852,7.858743378,7.940597072,7.919297643,7.657303566,7.58853934,7.63686126,7.314606426,9.047813929,9.276596351,8.151375851
BAD,572,BBC2|BCL2L8,BCL2-associated agonist of cell death,7.83496418,7.753332038,7.390964416,7.509352283,7.538475859,7.173831611,7.055871346,7.09722275,7.361400638,8.040618428,7.969167825,7.694247018
BAX,581,BCL2L4,BCL2-associated X protein,8.927024733,8.725909342,8.465732185,9.292469843,9.187133035,8.679144615,9.208049513,9.197749626,9.249755282,8.754314243,8.073504485,8.883724817
BCAS1,8537,AIBC1|NABC1,breast carcinoma amplified sequence 1,3.993661926,3.896859349,3.836375565,-0.327749983,3.538475859,2.622657424,1.484848037,1.497309907,1.806811786,4.718690333,4.817164732,4.031282005
BCAS2,10286,DAM1|SPF27|Snt309,breast carcinoma amplified sequence 2,9.250001679,9.031130081,9.040946709,8.519829417,8.465266012,9.219261331,9.062857777,9.275387037,9.439806983,9.090249196,8.846912075,9.028775149
BCHE,590,CHE1|CHE2|E1,butyrylcholinesterase,6.656626938,7.336281007,6.986122684,6.462326948,6.412944977,7.022588031,7.712186281,7.404200503,7.677176506,6.981724739,6.776522747,6.668711926
BCL2,596,Bcl-2|PPP1R50,B-cell CLL/lymphoma 2,7.846104737,7.324140444,7.375534376,7.532302363,7.767294549,7.662185788,7.673151567,7.940253403,7.713702382,8.279405287,8.139092827,7.866981553
BCL2L1,598,BCL-XL/S|BCL2L|BCLX|BCLXL|BCLXS|Bcl-X|PPP1R52|bcl-xL|bcl-xS,BCL2-like 1,7.510237451,7.39935969,7.328228661,7.318508697,7.379778113,7.475100235,7.15944775,7.745237421,7.507251504,8.083262765,7.895167244,7.533782346
BDNF,627,ANON2|BULN2,brain-derived neurotrophic factor,6.071664438,5.759355826,5.880769684,4.530231013,4.76086828,5.15317214,3.512328773,5.020871864,4.976736788,7.374042162,6.106671349,5.446319504
BECN1,8678,ATG6|VPS30|beclin1,"beclin 1, autophagy related",7.83496418,8.130914688,7.813655488,8.201029683,8.319835572,8.085727619,8.067496671,8.028691368,8.216202722,7.736612241,8.106671349,8.128143544
BID,637,FP497,BH3 interacting domain death agonist,5.681717919,5.002212349,5.228692987,4.546719135,4.76086828,5.406928733,5.284254206,5.626592924,5.936094803,6.823026993,6.505220726,5.694247018
BIN1,274,AMPH2|AMPHL|SH3P9,bridging integrator 1,7.857159926,7.863692485,7.406231173,7.49029954,7.371365873,7.840749708,7.648594463,7.981125685,7.851205906,8.872495669,8.88564447,7.568716136
BNIP3,664,NIP3,BCL2/adenovirus E1B 19kDa interacting protein 3,7.393592533,7.637100076,7.375534376,7.095716139,6.823878078,7.377544926,6.623612107,6.764096448,6.78409171,7.718690333,7.734702572,7.155977753
BRMS1L,84312,BRMS1,breast cancer metastasis-suppressor 1-like,6.34729888,6.538965757,6.564296019,6.211408829,5.975881171,6.652404767,6.879805341,6.940253403,6.996636345,7.15164974,7.004791735,7.070810369
C3,718,AHUS5|ARMD9|ASP|C3a|C3b|CPAMD1|HEL-S-62p,complement component 3,3.631091846,2.85246523,2.836375565,1.257212518,-0.046486642,2.037694923,0.106336413,2.082272408,0.806811786,4.718690333,5.106671349,0.861357004
C5,727,C5D|C5a|C5b|CPAMD4|ECLZB,complement component 5,5.283168543,4.981748247,5.295807183,4.041483827,4.70840086,4.452732422,4.013227009,4.497309907,4.266243405,5.097201956,5.106671349,4.861357004
C6,729,-,complement component 6,4.283168543,4.278729985,4.15830366,1.409215612,3.123438359,2.912164041,2.032335832,3.082272408,3.976736788,5.718690333,5.347679449,4.031282005
C9orf72,203228,ALSFTD|FTDALS|FTDALS1,chromosome 9 open reading frame 72,7.932261381,7.735108279,7.656554527,7.145279239,7.123438359,8.011153135,7.881123473,8.183810435,8.233076541,8.484225079,7.347679449,7.85004169
CA2,760,CA-II|CAC|CAII|Car2|HEL-76,carbonic anhydrase II,9.047738598,8.330223496,8.508800907,7.709339336,7.896027863,7.285622436,7.803999047,8.020871864,8.406724628,7.823026993,7.319665072,8.551354975
CAB39,51719,CGI-66|MO25,calcium binding protein 39,8.339436763,8.561549043,8.406231173,8.208821034,8.118420285,8.415628428,8.404628144,8.778080678,8.601227653,8.989219275,8.88564447,8.333032218
CACNA1A,773,APCA|BI|CACNL1A4|CAV2.1|EA2|FHM|HPCA|MHP|MHP1|SCA6,"calcium channel, voltage-dependent, P/Q type, alpha 1A subunit",4.145665019,3.659820152,4.006300566,1.409215612,2.275441453,1.452732422,0.784408318,2.082272408,2.391774287,2.396762238,4.454594653,2.668711926
CACNA1B,774,BIII|CACNL1A5|CACNN|Cav2.2|DYT23,"calcium channel, voltage-dependent, N type, alpha 1B subunit",5.681717919,5.244782653,5.591263067,4.10965533,4.040976199,5.774660517,4.795635574,5.25219741,5.266243405,7.20411716,7.837064289,6.27074794
CACNA1C,775,CACH2|CACN2|CACNL1A1|CCHL1A1|CaV1.2|LQT8|TS,"calcium channel, voltage-dependent, L type, alpha 1C subunit",7.578624426,7.315989603,7.228692987,5.634181977,5.50810221,6.180652877,5.23561943,5.706763273,5.761008097,7.254743233,7.554130326,6.916639439
CACNA1D,776,CACH3|CACN4|CACNL1A2|CCHL1A2|Cav1.3|PASNA|SANDD,"calcium channel, voltage-dependent, L type, alpha 1D subunit",4.631091846,4.49632142,5.359937521,3.842175019,2.953513358,4.912164041,3.565768032,3.667234909,3.806811786,5.097201956,5.64723973,4.990640021
CACNA1F,778,AIED|COD3|COD4|CORDX|CORDX3|CSNB2|CSNB2A|CSNBX2|Cav1.4|Cav1.4alpha1|JM8|JMC8|OA2,"calcium channel, voltage-dependent, L type, alpha 1F subunit",4.73062752,3.437427731,4.295807183,1.409215612,2.275441453,2.622657424,1.369370819,3.497309907,3.391774287,5.644689752,5.347679449,3.668711926
CACNA1S,779,CACNL1A3|CCHL1A3|Cav1.1|HOKPP|HOKPP1|MHS5|TTPP1|hypoPP,"calcium channel, voltage-dependent, L type, alpha 1S subunit",3.631091846,3.896859349,4.643730487,-0.327749983,1.538475859,3.15317214,0.369370819,0.497309907,3.391774287,5.396762238,4.232202231,4.253674426
CACNB2,783,CACNLB2|CAVB2|MYSB,"calcium channel, voltage-dependent, beta 2 subunit",6.071664438,6.201193384,6.295807183,3.579140613,4.76086828,5.475100235,4.013227009,5.082272408,4.806811786,7.606215604,6.856693096,6.070810369
CACNB4,785,CAB4|CACNLB4|EA5|EIG9|EJM|EJM4|EJM6,"calcium channel, voltage-dependent, beta 4 subunit",6.408699425,6.201193384,6.262640319,5.006150754,4.997907477,6.463959678,5.260141749,5.854861912,6.42152163,7.374042162,6.232202231,5.927446194
CADM3,57863,BIgR|IGSF4B|NECL1|Necl-1|TSLL1|synCAM3,cell adhesion molecule 3,8.884432856,9.690881306,9.67242592,6.815207971,6.884250695,8.895675918,8.401875784,8.330199922,8.479237128,9.959004662,10.0266181,9.268624768
CADPS,8618,CADPS1|CAPS|CAPS1,Ca++-dependent secretion activator,7.23312786,7.685355244,7.643730487,4.994178112,5.201440871,6.984113883,5.806776131,6.605834364,6.391774287,7.178121952,7.987089733,6.815553314
CALB1,793,CALB|D-28K,"calbindin 1, 28kDa",7.03319029,9.099205828,8.055544085,8.889803882,9.167832479,6.991891233,7.567406527,2.819238002,4.266243405,6.823026993,5.454594653,7.77424634
CALB2,794,CAB29|CAL2|CR,calbindin 2,5.408699425,6.391624041,6.617735278,4.06456744,4.345830781,5.007321274,3.069810537,4.667234909,5.0547393,5.097201956,6.039557153,4.768247599
CALM1,801,CALML2|CAMI|CPVT4|DD132|LQT14|PHKD|caM,"calmodulin 1 (phosphorylase kinase, delta)",9.769180761,9.83901838,9.833555046,9.548255279,9.475113798,9.870584937,9.280263345,10.06716552,9.826402515,10.30665532,10.61302402,9.900275993
CALML5,51806,CLSP,calmodulin-like 5,4.631091846,3.896859349,4.006300566,0.894642439,3.860403954,3.540195263,1.95433332,4.197749626,2.806811786,5.303652834,4.454594653,4.031282005
CAMK2B,816,CAM2|CAMK2|CAMKB,calcium/calmodulin-dependent protein kinase II beta,7.26668042,6.36025987,6.359937521,4.530231013,4.597369548,6.037694923,4.839690754,5.082272408,4.266243405,7.178121952,7.713328921,6.561796722
CAMK2D,817,CAMKD,calcium/calmodulin-dependent protein kinase II delta,10.14340905,9.683772474,10.04582893,8.992674522,9.069857319,8.897747268,9.038846467,9.272096967,9.680255899,9.478911279,9.013561945,9.45754676
CAMK2G,818,CAMK|CAMK-II|CAMKG,calcium/calmodulin-dependent protein kinase II gamma,6.706379974,7.017372157,6.767112902,6.131681636,6.040976199,6.602479542,6.074427165,6.25219741,5.851205906,7.526045255,7.837064289,6.780220241
CAMK4,814,CaMK IV|CaMK-GR|IV|caMK,calcium/calmodulin-dependent protein kinase IV,6.706379974,6.368165068,6.262640319,4.842175019,4.76086828,6.518821613,5.801216606,6.051898759,6.5881715,6.789079661,6.29109592,6.320788622
CASP1,834,ICE|IL1BC|P45,"caspase 1, apoptosis-related cysteine peptidase",4.408699425,4.137867449,5.228692987,1.787727235,1.953513358,3.845049845,1.243839937,4.197749626,3.391774287,6.682164457,6.347679449,3.768247599
CASP3,836,CPP32|CPP32B|SCA-1,"caspase 3, apoptosis-related cysteine peptidase",8.127517672,8.07163375,8.074780304,8.061702106,7.747929224,8.128689455,8.216950219,8.169735249,8.42152163,8.536313591,8.122973161,7.872584259
CASP6,839,MCH2,"caspase 6, apoptosis-related cysteine peptidase",6.631091846,6.960989687,7.084303078,5.920177531,6.062037815,5.207619924,5.778761755,6.428047245,6.42152163,6.254743233,5.969167825,6.236396435
CASP7,840,CASP-7|CMH-1|ICE-LAP3|LICE2|MCH3,"caspase 7, apoptosis-related cysteine peptidase",5.631091846,6.36025987,6.536815283,6.7702821,6.50810221,4.774660517,5.629898369,5.541704027,6.298664882,6.040618428,5.734702572,5.642716717
CASP8,841,ALPS2B|CAP4|Casp-8|FLICE|MACH|MCH5,"caspase 8, apoptosis-related cysteine peptidase",5.145665019,5.156245978,5.295807183,3.894642439,4.538475859,3.700659936,2.95433332,4.404200503,3.614166708,5.097201956,5.347679449,4.446319504
CASP9,842,APAF-3|APAF3|ICE-LAP6|MCH6|PPP1R56,"caspase 9, apoptosis-related cysteine peptidase",5.681717919,5.295408726,6.04582893,5.780774474,5.345830781,5.497126542,5.413764938,4.667234909,5.330373742,6.20411716,5.554130326,5.183285099
CAST,831,BS-17|PLACK,calpastatin,7.510237451,7.295408726,7.084303078,6.727532453,7.082796375,6.418516707,6.585308218,7.020871864,7.249755282,7.279405287,6.170801687,7.377056842
