Symbol	GeneID	Alias	Description	20220223_30102442270621-01_Sample12_12.RCC	20220223_30102442270621-01_Sample01_01.RCC	20220223_30102442270621-01_Sample02_02.RCC	20220223_30102442270621-01_Sample03_03.RCC	20220223_30102442270621-01_Sample04_04.RCC	20220223_30102442270621-01_Sample05_05.RCC	20220223_30102442270621-01_Sample06_06.RCC	20220223_30102442270621-01_Sample07_07.RCC	20220223_30102442270621-01_Sample08_08.RCC	20220223_30102442270621-01_Sample09_09.RCC	20220223_30102442270621-01_Sample10_10.RCC	20220223_30102442270621-01_Sample11_11.RCC
ADCY8	114	AC8|ADCY3|HBAC1	adenylate cyclase 8 (brain)	6.21605434701925	6.42989405801424	6.69435655979931	4.47960493946369	4.65395307607649	5.56125687896303	4.70327155569326	5.25219740964104	5.33037374222045	6.98172473885148	6.81716473191643	6.54785753082319
ADCY9	115	AC9	adenylate cyclase 9	6.49616226621198	6.52489057194999	6.45108540878695	5.82875450308608	5.44536645426507	6.18065287674806	5.77876175527752	5.45150621786444	5.3917742868846	6.52604525507529	6.77652274741909	6.27074793977767
ADCYAP1	116	PACAP	adenylate cyclase activating polypeptide 1 (pituitary)	5.57862442640395	6.29540872582722	6.79057187505862	3.25721251812725	3.27544145282276	5.03769492290602	2.871871159669	2.81923800236493	4.1287398810508	6.2547432332579	5.73470257172446	4.81555331402684
ADORA1	134	RDC7	adenosine A1 receptor	6.49616226621198	5.22750466132542	5.64373048672934	3.37268973554718	2.9535133579354	4.35962301779338	2.73860462880554	3.30466482953517	5.66479278129101	6.64468975157391	6.03955715325288	5.86135700363997
ADORA2A	135	A2aR|ADORA2|RDC8	adenosine A2a receptor	3.82373692424048	4.02239023142081	4.92383840592208	2.89464243874254	2.9535133579354	3.84504984496362	2.95433331986097	3.30466482953517	2.3917742868846	5.39676223813033	5.64723973047412	4.32078862227726
ADRA2A	150	ADRA2|ADRA2R|ADRAR|ALPHA2AAR|ZNF32	adrenoceptor alpha 2A	4.14566501912785	4.75935582558701	5.00630056611405	4.01802485424782	4.53847585865656	4.31071341731244	4.06981053728091	3.81923800236493	4.1287398810508	6.52604525507529	6.40212723263759	4.56179672178106
ADRB2	154	ADRB2R|ADRBR|B2AR|BAR|BETA2AR	adrenoceptor beta 2, surface	3.82373692424048	3.80666154036537	4.29580718330904	4.15337670714271	4.20144087137898	4.5401952634352	4.48484803655975	4.81923800236493	5.1287398810508	4.20411716018793	3.96916782536148	3.86135700363997
AGER	177	RAGE	advanced glycosylation end product-specific receptor	4.82373692424048	3.10039274342208	4.29580718330904	4.49667845282263	5.16296672356435	4.20761992434833	4.48484803655975	4.74523742092115	3.97673678760575	3.71869033301769	3.23220223119528	4.44631950436112
AIF1	199	AIF-1|IBA1|IRT-1|IRT1	allograft inflammatory factor 1	4.40869942496164	3.8524652299785	4.64373048672934	1.54671913532223	3.4129449765727	2.45273242218486	1.10633641330602	1.49730990747757	0.806811786163439	4.85619385676762	4.96916782536148	3.18328509852733
AKAP9	10142	AKAP-9|AKAP350|AKAP450|CG-NAP|HYPERION|LQT11|MU-RMS-40.16A|PPP1R45|PRKA9|YOTIAO	A kinase (PRKA) anchor protein 9	8.55844654446632	7.95312756898369	8.40623117300269	6.59508215688363	6.3629042940731	8.3076008054451	8.32550493376819	8.52521590404745	8.37666739449439	8.3509585485172	7.98708973335875	8.61624450580344
AKT1	207	AKT|CWS6|PKB|PKB-ALPHA|PRKBA|RAC|RAC-ALPHA	v-akt murine thymoma viral oncogene homolog 1	8.71855468754843	7.71355213597389	8.27100379230847	7.61084947274195	7.44536645426507	7.27291138460005	7.35236439383413	8.78271212633982	8.05473929960703	8.78046653060438	10.1979865158574	8.32078862227726
AKT1S1	84335	Lobe|PRAS40	AKT1 substrate 1 (proline-rich)	6.31559002057016	6.95575303839052	7.19392756928982	6.99718060045497	6.760868279993	6.82777185353179	6.68527512639941	6.81923800236493	6.01626515179239	7.17812195165499	7.26194957458933	6.89478000517742
AKT2	208	HIHGHH|PKBB|PKBBETA|PRKBB|RAC-BETA	v-akt murine thymoma viral oncogene homolog 2	7.88982611469826	7.98945634205873	8.12177778353399	8.30282051643059	8.3629042940731	7.79702833010068	8.25405013565818	7.98112568474182	8.10143253505507	8.19117810448043	7.601436040861	7.78616950724575
AKT3	10000	MPPH|MPPH2|PKB-GAMMA|PKBG|PRKBG|RAC-PK-gamma|RAC-gamma|STK-2	v-akt murine thymoma viral oncogene homolog 3	9.65662693840522	9.41184232050518	9.35993752072875	8.99942837298065	8.97588117096385	9.36412441002832	8.95495935373536	9.67223558997825	9.7697077915007	9.82302699283242	9.44165559682423	9.4368962504745
ALDH1L1	10840	10-FTHFDH|10-fTHF|FDH|FTHFD	aldehyde dehydrogenase 1 family, member L1	4.14566501912785	5.68535524414324	6.08430307811533	2.17475035793527	2.53847585865656	3.70065993562845	2.59176324047626	3.49730990747757	3.3917742868846	4.98172473885148	4.64723973047412	4.32078862227726
ALOX15	246	12-LOX|15-LOX-1|15LOX-1	arachidonate 15-lipoxygenase	3.82373692424048	3.71044622510607	4.1583036595591	0.894642438742537	1.53847585865656	2.45273242218486	0.954333319860973	2.81923800236493	3.61416670822104	4.85619385676762	3.96916782536148	3.66871192569757
ALOX5	240	5-LO|5-LOX|5LPG|LOG5	arachidonate 5-lipoxygenase	5.63109184629809	4.52489057194999	5.00630056611405	1.54671913532223	3.4129449765727	4.40692873257174	1.95433331986097	4.74523742092115	4.71370238177196	6.39676223813033	5.96916782536148	5.07081036926892
AMIGO1	57463	ALI2|AMIGO|AMIGO-1	adhesion molecule with Ig-like domain 1	6.3472988802975	4.58038568454169	5.92383840592208	4.54671913532223	4.99790747729385	5.33537547154671	3.91369133536363	5.25219740964104	5.26624340480074	7.22965225229507	6.89516724391771	5.81555331402684
AMPH	273	AMPH1	amphiphysin	8.1900591384863	8.3382945386804	8.42883260193982	8.09851477210819	7.99790747729385	8.86424341019694	8.15944774976559	8.43982441281681	8.31460642636214	9.15164974029379	9.29109592024885	8.35721203052714
ANG	283	ALS9|HEL168|RAA1|RNASE4|RNASE5	angiogenin, ribonuclease, RNase A family, 5	4.52417664238158	4.60735273214196	4.64373048672934	2.08728751668493	3.65395307607649	3.62265742362718	2.91369133536363	3.81923800236493	3.3917742868846	4.85619385676762	5.23220223119528	4.81555331402684
ANGPT2	285	AGPT2|ANG2	angiopoietin 2	3.82373692424048	3.10039274342208	4.1583036595591	1.78772723482603	2.53847585865656	2.03769492290602	1.69129891402718	3.49730990747757	2.80681178616344	5.20411716018793	5.34767944861521	4.03128200508228
AP1S1	1174	AP19|CLAPS1|EKV3|MEDNIK|SIGMA1A	adaptor-related protein complex 1, sigma 1 subunit	9.03805604504125	9.56671074764462	9.09376340736439	9.30403337488024	9.10326047744008	9.19756625968441	8.95245358664275	9.21498633054396	9.39926882343152	9.345129469715	9.02227916182105	8.9983481157202
AP2A2	161	ADTAB|CLAPA2|HIP-9|HIP9|HYPJ	adaptor-related protein complex 2, alpha 2 subunit	7.70637997360233	7.66944885323388	7.39096441634938	7.38649553507221	7.4129449765727	7.13923294936808	7.11532519653328	7.0972227496647	7.3917742868846	8.53631359052912	8.84691207531048	7.64271671716463
AP2B1	163	ADTB2|AP105B|AP2-BETA|CLAPB1	adaptor-related protein complex 2, beta 1 subunit	10.6786053075007	10.7123882028403	10.5017114818569	10.5863859579138	10.4751137976591	10.6887466140849	10.4379251978401	10.6406931214674	10.3205393821159	11.1649465629073	11.3090178282461	10.7332622412992
AP3M2	10947	AP47B|CLA20|P47B	adaptor-related protein complex 3, mu 2 subunit	7.5102374514237	7.98689155019942	7.65655452708693	7.85712536031437	7.67461254664259	7.71482726755504	7.69580030626212	7.33019992164231	7.3917742868846	7.78907966090909	7.7969868499788	7.86698155283385
AP3S1	1176	CLAPS3|Sigma3A	adaptor-related protein complex 3, sigma 1 subunit	9.44944576730495	10.0217639257713	9.98612268417642	9.66942949834371	9.4553505428377	9.68515334936094	9.48224467638104	9.66973741612305	9.97673678760575	10.2328125931884	9.97815660858874	9.71154384128574
AP4S1	11154	AP47B|CLA20|CLAPS4|CPSQ6|SPG52	adaptor-related protein complex 4, sigma 1 subunit	7.19877635558741	7.05213757481486	7.06519425516762	6.83212135418448	6.73487307146006	6.62265742362718	6.65785243093404	6.51967772050602	6.95655890566812	8.15164974029379	7.62451965397404	7.01110412314465
APAF1	317	APAF-1|CED4	apoptotic peptidase activating factor 1	6.28316854287778	6.6598201520361	6.88076968403019	6.79809395038428	6.59736954771012	6.73813464104711	7.1463520921539	7.49730990747757	7.21620272230114	7.09720195627142	7.03955715325288	6.71933799876754
APC	324	BTPS2|DP2|DP2.5|DP3|GS|PPP1R46	adenomatous polyposis coli	8.88443285592804	8.55809761733991	8.35207540295578	6.69461783043454	6.56822320205061	8.69113716150994	8.10182093218353	8.25886113992205	8.29062756342769	8.57667132814526	8.30545121322591	8.60282399004111
APOE	348	AD2|APO-E|LDLCQ5|LPG	apolipoprotein E	5.40869942496164	5.29540872582722	5.08430307811533	4.4092156115723	4.86040395354392	5.20761992434833	4.62989836936304	3.95674152611486	3.80681178616344	4.71869033301769	3.96916782536148	6.43121261197092
APP	351	AAA|ABETA|ABPP|AD1|APPI|CTFgamma|CVAP|PN-II|PN2	amyloid beta (A4) precursor protein	11.8307641911345	11.8345675369353	11.7296770955323	10.981347362959	10.9062546051219	11.2180185209085	10.8041727712684	11.149258518201	11.1185601011684	12.3754726972367	12.6633515686946	11.7569322860207
AQP4	361	HMIWC2|MIWC	aquaporin 4	4.28316854287778	6.45237807216562	6.12177778353399	4.15337670714271	4.760868279993	4.40692873257174	3.53929582058213	3.49730990747757	3.1287398810508	5.39676223813033	4.64723973047412	4.50521319341469
ARC	23237	Arg3.1	activity-regulated cytoskeleton-associated protein	7.85715992577793	4.71044622510607	6.08430307811533	5.62644632779296	5.47707531399241	5.89567591803359	5.80121660610522	6.0518987591552	6.47923712813493	7.66354877882523	6.40212723263759	5.76824759924849
ARHGAP44	9912	NPC-A-10|RICH2	Rho GTPase activating protein 44	5.730627519849	5.90774766547969	6.32822866100142	4.04148382707181	3.760868279993	5.06744226630007	4.30797027447567	5.30466482953517	4.3917742868846	7.04061842790505	6.85669309610307	5.94881984489031
ARHGEF10	9639	GEF10|SNCV	Rho guanine nucleotide exchange factor (GEF) 10	5.9936619256828	5.75935582558701	6.04582893030069	5.96993056604677	5.99790747729385	5.15317214032596	5.84510425010622	5.78271212633982	5.97673678760575	4.71869033301769	5.64723973047412	5.38491895969698
ARRB2	409	ARB2|ARR2|BARR2	arrestin, beta 2	5.40869942496164	5.79497973531774	5.64373048672934	5.31610620718081	5.50810220961304	5.97629437824188	5.56576803194332	6.02087186353458	5.45066797593816	5.92032419418734	5.96916782536148	5.76824759924849
ARSA	410	MLD	arylsulfatase A	6.3472988802975	5.32819866094489	5.79057187505862	4.47960493946369	4.4129449765727	3.97629437824188	4.14196032303674	4.74523742092115	4.71370238177196	6.2547432332579	5.81716473191643	5.64271671716463
ATCAY	85300	BNIP-H|CLAC	ataxia, cerebellar, Cayman type	8.66294071233743	8.15396142496104	7.73119332797968	7.62061724899077	7.79900340887977	8.61260375896325	7.55754752513835	8.53622889676987	7.91533624294161	9.571687920631	9.791897973306	8.69740735869804
ATF4	468	CREB-2|CREB2|TAXREB67|TXREB	activating transcription factor 4	11.3725588326992	11.8317117744471	11.5514795739079	11.847383685929	11.6797315172676	11.7160016225575	11.9456189489831	11.3661324622526	11.7226911649992	11.3925293890081	11.3267198299796	11.4164253949733
ATF6	22926	ATF6A	activating transcription factor 6	8.1900591384863	8.25760669311484	8.17622556755637	8.22042972908553	7.91929764259749	8.16009155426575	8.34091437309059	8.27209696707874	8.44343640670709	7.4628514285881	7.07350448517622	8.2493742889851
ATG5	9474	APG5|APG5-LIKE|APG5L|ASP|hAPG5	autophagy related 5	7.82373692424048	7.82400878392927	7.60455988944867	7.15068259797344	7.24813410682703	7.52419478474149	7.49521475211801	7.97304333844396	8.23307654086554	8.73661224101495	8.1390928268038	7.65577286999007
ATM	472	AT1|ATA|ATC|ATD|ATDC|ATE|TEL1|TELO1	ATM serine/threonine kinase	7.52417664238158	7.77132846725309	7.6177352781964	6.82537977630542	6.79900340887977	7.66705154298563	7.97916517284091	7.88962733025633	8.15553994039452	8.01147208224553	7.40212723263759	7.87816529132652
ATP13A2	23400	CLN12|HSA9947|KRPPD|PARK9	ATPase type 13A2	7.36289573534852	7.36816506826254	7.46573218475135	6.46666588375619	6.58286997801501	6.59228377458366	6.1724256037638	6.33019992164231	6.45066797593816	7.88861533446	8.63592441724629	7.24506129611402
ATP2B3	492	CFAP39|CLA2|OPCA|PMCA3|PMCA3a|SCAX1	ATPase, Ca++ transporting, plasma membrane 3	4.9936619256828	4.24478265275726	4.29580718330904	1.78772723482603	3.12343835937771	4.09658861195959	1.69129891402718	3.08227240819872	1.80681178616344	5.56668723957264	6.34767944861521	4.71933799876754
ATP6V0C	527	ATP6C|ATP6L|ATPL|VATL|VPPC|Vma3	ATPase, H+ transporting, lysosomal 16kDa, V0 subunit c	10.4236497664276	10.1210072302786	9.99624690145013	9.50566723604989	9.54970311407981	9.6301519601741	9.50508010524422	8.99715579456077	9.0064841309998	10.955182951399	10.7713610423033	10.2472194042814
ATP6V0D1	9114	ATP6D|ATP6DV|P39|VATX|VMA6|VPATPD	ATPase, H+ transporting, lysosomal 38kDa, V0 subunit d1	9.57528098332958	9.46349002728585	9.25422807955764	9.03126743102867	8.86939273677117	8.94458551851454	8.81231431498855	8.73571464680264	8.52791097487063	9.71869033301769	9.8221654129748	9.54259541541777
ATP6V0E1	8992	ATP6H|ATP6V0E|M9.2|Vma21|Vma21p	ATPase, H+ transporting, lysosomal 9kDa, V0 subunit e1	9.56182918386098	9.84185972982323	9.49815366244373	9.55081188995611	9.48294391208155	8.77691296880361	9.01142251206779	9.30144092866088	9.50029874366276	8.99667508031745	8.58975423581336	9.45940950380157
ATP6V0E2	155066	ATP6V0E2L|C7orf32	ATPase, H+ transporting V0 subunit e2	7.64391588665567	7.72898217654349	7.63079143102185	7.11795465293187	7.18233204843128	7.5295480192357	6.65785243093404	7.26549423225449	6.87290097662121	8.06918758010182	8.55413032608264	7.75617476694791
ATP6V1A	523	ATP6A1|ATP6V1A1|HO68|VA68|VPP2|Vma1	ATPase, H+ transporting, lysosomal 70kDa, V1 subunit A	9.83216554631106	9.92325703940156	9.77889007001098	9.14527923944411	9.00608140873955	9.70894111071225	9.33659707797581	9.33336026253564	9.41043813114963	10.4682246006869	10.5206838429895	10.0072891494605
ATP6V1D	51382	ATP6M|VATD|VMA8	ATPase, H+ transporting, lysosomal 34kDa, V1 subunit D	8.37832577591812	8.37013461811231	8.31210899563814	7.58912470158723	7.61884927512058	8.07478424164124	7.78862878473686	8.0972227496647	8.27441733624644	8.43018523966778	8.34767944861521	8.19227388175458
ATP6V1E1	529	ATP6E|ATP6E2|ATP6V1E|P31|Vma4	ATPase, H+ transporting, lysosomal 31kDa, V1 subunit E1	9.42364976642761	9.87413927283687	9.65015675588878	9.39505754857564	9.18473453864659	9.43144288129122	9.24537608098908	9.43688912179226	9.93866874677223	9.80615317426803	9.81716473191643	9.40245361898949
ATP6V1G2	534	ATP6G|ATP6G2|NG38|VMA10	ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G2	8.33943676252453	8.62889826242323	8.50880090664324	7.60495690481874	7.74141591732683	8.25363232210517	7.38432116060579	8.15552139022936	8.36140063784108	8.61593075859249	9.46741869288931	8.17876961740484
ATP6V1H	51606	CGI-11|MSTP042|NBP1|SFD|SFDalpha|SFDbeta|VMA13	ATPase, H+ transporting, lysosomal 50/57kDa, V1 subunit H	9.17246507847156	8.76834460881427	9.02620012355176	8.77641192159819	8.66087249001628	9.03016125022061	9.04709046078083	9.08602454305983	8.72567502343803	9.53118855835125	9.54810653845487	9.08535867783807
ATP7A	538	DSMAX|MK|MNK|SMAX3	ATPase, Cu++ transporting, alpha polypeptide	6.10913914310273	5.19231523286312	5.64373048672934	4.95765223626834	5.53847585865656	5.45273242218486	5.13313647264974	5.78271212633982	6.1287398810508	5.71869033301769	6.45459465253172	5.64271671716463
ATP8A2	51761	ATP|ATPIB|CAMRQ4|IB|ML-1	ATPase, aminophospholipid transporter, class I, type 8A, member 2	7.33153156443918	7.33628100724275	7.55062108233786	4.56302094765133	4.760868279993	6.9918912332929	4.77309300519083	6.33019992164231	5.56169928832691	8.83139046576705	9.17862119099043	7.56179672178106
ATRN	8455	DPPT-L|MGCA	attractin	7.71855468754843	7.79204444429319	7.77889007001098	7.79464664876582	7.72830041753657	7.77916190930717	7.49693531885849	7.71647842793973	7.28254521712984	7.54650935763501	8.07350448517622	8.06102934847633
ATXN2	6311	ASL13|ATX2|SCA2|TNRC13	ataxin 2	8.51722388173981	8.68851558503657	8.5845684142612	8.38878371166748	8.21560820330558	8.33842879552426	8.37124810638049	7.9402534033263	7.98672087617837	9.24851127954638	8.86640825093628	8.58927745820317
ATXN3	4287	AT3|ATX3|JOS|MJD|MJD1|SCA3	ataxin 3	8.05255561473636	7.78320256754138	7.64373048672934	7.89785915142608	7.71506459037988	8.1874420424107	8.23149154462831	8.39212767078551	8.50029874366276	8.02611885820993	8.26194957458933	7.76222381162072
ATXN7	6314	ADCAII|OPCA3|SCA7	ataxin 7	6.40869942496164	6.88037122654838	7.12177778353399	6.72753245290728	6.53847585865656	6.67190094264703	7.09729127370302	7.12666652755718	6.66479278129101	7.22965225229507	7.03955715325288	6.76824759924849
AVP	551	ADH|ARVP|AVP-NPII|AVRP|VP	arginine vasopressin	5.07166443768407	3.71044622510607	4.53681528281283	1.89464243874254	2.760868279993	3.45273242218486	0.784408318418661	2.49730990747757	2.3917742868846	5.85619385676762	5.64723973047412	3.86135700363997
B4GALT6	9331	B4Gal-T6|beta4Gal-T6	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 6	6.21605434701925	6.92928082702933	7.04582893030069	6.23703463618961	6.52336896626635	6.98411388270118	6.83153223053269	7.00510454767626	6.87290097662121	7.75431424274841	7.34767944861521	6.62954132841689
BACE1	23621	ASP2|BACE|HSPC104	beta-site APP-cleaving enzyme 1	8.07166443768407	7.86089385204908	7.8587433777002	7.94059707208861	7.91929764259749	7.65730356643407	7.58853933960198	7.63686125987636	7.31460642636214	9.04781392930925	9.27659635055373	8.15137585057258
BAD	572	BBC2|BCL2L8	BCL2-associated agonist of cell death	7.83496417966374	7.75333203795924	7.39096441634938	7.50935228285775	7.53847585865656	7.17383161089205	7.05587134632304	7.0972227496647	7.36140063784108	8.04061842790505	7.96916782536148	7.69424701780471
BAX	581	BCL2L4	BCL2-associated X protein	8.92702473265251	8.72590934249387	8.46573218475135	9.29246984291358	9.1871330346951	8.67914461497365	9.20804951349452	9.19774962561866	9.24975528201217	8.75431424274841	8.07350448517622	8.88372481666842
BCAS1	8537	AIBC1|NABC1	breast carcinoma amplified sequence 1	3.9936619256828	3.89685934933695	3.83637556467174	-0.327749982593911	3.53847585865656	2.62265742362718	1.48484803655975	1.49730990747757	1.80681178616344	4.71869033301769	4.81716473191643	4.03128200508228
BCAS2	10286	DAM1|SPF27|Snt309	breast carcinoma amplified sequence 2	9.25000167894258	9.03113008098497	9.04094670892094	8.51982941707319	8.46526601170278	9.21926133078373	9.06285777663914	9.27538703701293	9.4398069833064	9.09024919562965	8.84691207531048	9.02877514947171
BCHE	590	CHE1|CHE2|E1	butyrylcholinesterase	6.65662693840523	7.33628100724275	6.98612268417642	6.46232694803186	6.4129449765727	7.02258803051581	7.712186280501	7.40420050308609	7.67717650574684	6.98172473885148	6.77652274741909	6.66871192569757
BCL2	596	Bcl-2|PPP1R50	B-cell CLL/lymphoma 2	7.84610473726894	7.32414044437054	7.37553437577977	7.53230236255336	7.76729454915244	7.66218578781381	7.67315156731692	7.9402534033263	7.71370238177196	8.27940528749217	8.1390928268038	7.86698155283385
BCL2L1	598	BCL-XL/S|BCL2L|BCLX|BCLXL|BCLXS|Bcl-X|PPP1R52|bcl-xL|bcl-xS	BCL2-like 1	7.5102374514237	7.39935968986613	7.32822866100142	7.31850869739612	7.3797781126375	7.47510023521332	7.15944774976559	7.74523742092115	7.50725150430453	8.08326276531354	7.89516724391771	7.53378234561146
BDNF	627	ANON2|BULN2	brain-derived neurotrophic factor	6.07166443768407	5.75935582558701	5.88076968403019	4.53023101253366	4.760868279993	5.15317214032596	3.51232877298186	5.02087186353458	4.97673678760575	7.37404216163024	6.10667134911142	5.44631950436112
BECN1	8678	ATG6|VPS30|beclin1	beclin 1, autophagy related	7.83496417966374	8.13091468819898	7.81365548817166	8.20102968273412	8.31983557218122	8.08572761932782	8.06749667144266	8.02869136799388	8.21620272230114	7.73661224101495	8.10667134911142	8.12814354433487
BID	637	FP497	BH3 interacting domain death agonist	5.68171791936806	5.00221234948318	5.2286929874505	4.54671913532223	4.760868279993	5.40692873257174	5.28425420550187	5.62659292442253	5.93609480310841	6.82302699283242	6.50522072560169	5.69424701780471
BIN1	274	AMPH2|AMPHL|SH3P9	bridging integrator 1	7.85715992577793	7.86369248540175	7.40623117300269	7.49029954025993	7.3713658728213	7.84074970753	7.64859446307294	7.98112568474182	7.85120590552189	8.87249566909672	8.8856444697992	7.56871613572085
BNIP3	664	NIP3	BCL2/adenovirus E1B 19kDa interacting protein 3	7.39359253257143	7.63710007553602	7.37553437577977	7.09571613875551	6.8238780775188	7.37754492579065	6.6236121065156	6.76409644817247	6.78409170966336	7.71869033301769	7.73470257172446	7.15597775253159
BRMS1L	84312	BRMS1	breast cancer metastasis-suppressor 1-like	6.3472988802975	6.53896575716171	6.56429601923494	6.21140882851412	5.97588117096385	6.65240476702123	6.87980534121122	6.9402534033263	6.99663634504346	7.15164974029379	7.0047917350922	7.07081036926892
C3	718	AHUS5|ARMD9|ASP|C3a|C3b|CPAMD1|HEL-S-62p	complement component 3	3.63109184629809	2.8524652299785	2.83637556467174	1.25721251812725	-0.0464866420646004	2.03769492290602	0.106336413306023	2.08227240819872	0.806811786163439	4.71869033301769	5.10667134911142	0.861357003639967
C5	727	C5D|C5a|C5b|CPAMD4|ECLZB	complement component 5	5.28316854287778	4.98174824692346	5.29580718330904	4.04148382707181	4.70840086009887	4.45273242218486	4.01322700891454	4.49730990747757	4.26624340480074	5.09720195627142	5.10667134911142	4.86135700363997
C6	729	-	complement component 6	4.28316854287778	4.27872998468059	4.1583036595591	1.4092156115723	3.12343835937771	2.91216404082216	2.03233583186225	3.08227240819872	3.97673678760575	5.71869033301769	5.34767944861521	4.03128200508228
C9orf72	203228	ALSFTD|FTDALS|FTDALS1	chromosome 9 open reading frame 72	7.93226138101865	7.73510827934034	7.65655452708693	7.14527923944411	7.12343835937771	8.01115313545353	7.8811234729072	8.18381043466078	8.23307654086554	8.48422507938066	7.34767944861521	7.85004169041213
CA2	760	CA-II|CAC|CAII|Car2|HEL-76	carbonic anhydrase II	9.04773859843859	8.33022349642238	8.50880090664324	7.70933933614131	7.89602786327464	7.28562243634961	7.80399904677654	8.02087186353458	8.40672462835057	7.82302699283242	7.31966507244562	8.55135497505941
CAB39	51719	CGI-66|MO25	calcium binding protein 39	8.33943676252453	8.56154904252884	8.40623117300269	8.20882103402496	8.11842028461109	8.41562842752212	8.40462814392615	8.77808067760817	8.60122765251355	8.9892192753984	8.8856444697992	8.33303221803201
CACNA1A	773	APCA|BI|CACNL1A4|CAV2.1|EA2|FHM|HPCA|MHP|MHP1|SCA6	calcium channel, voltage-dependent, P/Q type, alpha 1A subunit	4.14566501912785	3.6598201520361	4.00630056611405	1.4092156115723	2.27544145282276	1.45273242218486	0.784408318418661	2.08227240819872	2.3917742868846	2.39676223813033	4.45459465253172	2.66871192569757
CACNA1B	774	BIII|CACNL1A5|CACNN|Cav2.2|DYT23	calcium channel, voltage-dependent, N type, alpha 1B subunit	5.68171791936806	5.24478265275726	5.59126306683521	4.10965532971339	4.04097619918574	5.77466051707223	4.79563557384192	5.25219740964104	5.26624340480074	7.20411716018793	7.83706428935414	6.27074793977767
CACNA1C	775	CACH2|CACN2|CACNL1A1|CCHL1A1|CaV1.2|LQT8|TS	calcium channel, voltage-dependent, L type, alpha 1C subunit	7.57862442640395	7.31598960324968	7.2286929874505	5.63418197657257	5.50810220961304	6.18065287674806	5.23561943025099	5.70676327310652	5.76100809655031	7.2547432332579	7.55413032608264	6.91663943914116
